15.7,0.9,64,28,28,32,32,1,1,4,6422528,4096.0,6422528,51380224.0,6426624.0,3.2726257324840766,7.140693333333333,7.140693333333333,90.009619140625,0.03635862215316282,0.5708303678046563,6.30628322885961
15.7,0.9,64,28,28,32,32,2,1,4,6422528,2048.0,6422528,25690112.0,6424576.0,1.6363128662420383,7.138417777777778,7.138417777777778,103.935986328125,0.015743467917610488,0.24717244630648466,14.56441134944254
15.7,0.9,64,28,28,32,32,4,1,4,6422528,1024.0,6422528,12845056.0,6423552.0,0.8181564331210192,7.13728,7.13728,127.3856201171875,0.0064226749641628465,0.10083599693735669,35.701217372806695
15.7,0.9,64,28,28,32,32,8,1,4,6422528,512.0,6422528,6422528.0,6423040.0,0.4090782165605096,7.1367111111111114,7.1367111111111114,91.6479736328125,0.004463581684844239,0.07007823245205455,51.37083981231767
15.7,0.9,64,28,28,32,32,16,1,4,6422528,256.0,6422528,3211264.0,6422784.0,0.2045391082802548,7.136426666666667,7.136426666666667,82.943994140625,0.002465990580746267,0.03871605211771639,92.98436843132484
15.7,0.9,64,28,28,32,32,32,1,4,6422528,128.0,6422528,1605632.0,6422656.0,0.1022695541401274,7.136284444444445,7.136284444444445,63.283197021484376,0.0016160617502527144,0.025372169478967616,141.8874295463367
15.7,0.9,64,28,28,32,64,1,1,4,6422528,8192.0,12845056,102760448.0,12845056,6.545251464968153,14.272284444444445,14.272284444444445,114.483203125,0.05717215527086217,0.897602837752536,5.347151506514776
15.7,0.9,64,28,28,32,64,2,1,4,6422528,4096.0,12845056,51380224.0,12845056,3.2726257324840766,14.272284444444445,14.272284444444445,118.886376953125,0.02752734010705382,0.43217923968074495,11.10607777890705
15.7,0.9,64,28,28,32,64,4,1,4,6422528,2048.0,12845056,25690112.0,12845056,1.6363128662420383,14.272284444444445,14.272284444444445,129.5359619140625,0.012632112674066607,0.19832416898284572,24.20237383631622
15.7,0.9,64,28,28,32,64,8,1,4,6422528,1024.0,12845056,12845056.0,12845056,0.8181564331210192,14.272284444444445,14.272284444444445,201.31843261718754,0.004063991669738289,0.06380466921489113,75.22917885520835
15.7,0.9,64,28,28,32,64,16,1,4,6422528,512.0,12845056,6422528.0,12845056,0.4090782165605096,14.272284444444445,14.272284444444445,249.65122070312503,0.0016385989037360589,0.025726002788656124,186.58122295587242
15.7,0.9,64,28,28,32,64,32,1,4,6422528,256.0,12845056,3211264.0,12845056,0.2045391082802548,14.272284444444445,14.272284444444445,92.9792236328125,0.002199836697798288,0.03453743615543312,138.97920199154183
15.7,0.9,64,28,28,32,128,1,1,4,6422528,16384.0,25690112,205520896.0,25690112,13.090502929936306,28.54456888888889,28.54456888888889,176.43525390624995,0.07419437238371891,1.1648516464243868,4.944325490387118
15.7,0.9,64,28,28,32,128,2,1,4,6422528,8192.0,25690112,102760448.0,25690112,6.545251464968153,28.54456888888889,28.54456888888889,182.8864501953125,0.03578860794759913,0.5618811447773063,10.250768119704967
15.7,0.9,64,28,28,32,128,4,1,4,6422528,4096.0,25690112,51380224.0,25690112,3.2726257324840766,28.54456888888889,28.54456888888889,183.6032470703125,0.01782444365611244,0.27984376540096534,20.582403236019367
15.7,0.9,64,28,28,32,128,8,1,4,6422528,2048.0,25690112,25690112.0,25690112,1.6363128662420383,28.54456888888889,28.54456888888889,197.22246093750005,0.008296787589323243,0.1302595651523749,44.2188912138647
15.7,0.9,64,28,28,32,128,16,1,4,6422528,1024.0,25690112,12845056.0,25690112,0.8181564331210192,28.54456888888889,28.54456888888889,269.00488281250006,0.003041418522099039,0.04775027079695491,120.6270779512367
15.7,0.9,64,28,28,32,128,32,1,4,6422528,512.0,25690112,6422528.0,25690112,0.4090782165605096,28.54456888888889,28.54456888888889,143.8719970703125,0.002843348427008952,0.04464057030404054,129.03009941334628
15.7,0.9,64,28,28,32,256,1,1,4,6422528,32768.0,51380224,411041792.0,51380224,26.181005859872613,57.08913777777778,57.08913777777778,302.0800537109375,0.08666909826798892,1.360704842807426,4.702877820416643
15.7,0.9,64,28,28,32,256,2,1,4,6422528,16384.0,51380224,205520896.0,51380224,13.090502929936306,57.08913777777778,57.08913777777778,295.0144287109375,0.0443724159090629,0.6966469297722875,9.186296245543593
15.7,0.9,64,28,28,32,256,4,1,4,6422528,8192.0,51380224,102760448.0,51380224,6.545251464968153,57.08913777777778,57.08913777777778,294.49921875000007,0.022225021488170422,0.3489328373642756,18.34107171056493
15.7,0.9,64,28,28,32,256,8,1,4,6422528,4096.0,51380224,51380224.0,51380224,3.2726257324840766,57.08913777777778,57.08913777777778,380.00654296875,0.008612024695462158,0.13520878771875586,47.33363458845351
15.7,0.9,64,28,28,32,256,16,1,4,6422528,2048.0,51380224,25690112.0,51380224,1.6363128662420383,57.08913777777778,57.08913777777778,335.7697265625,0.004873318637132868,0.07651110260298602,83.6474238198901
15.7,0.9,64,28,28,32,256,32,1,4,6422528,1024.0,51380224,12845056.0,51380224,0.8181564331210192,57.08913777777778,57.08913777777778,247.193603515625,0.00330977995176685,0.051963545242739544,123.16270016434514
15.7,0.9,64,28,28,32,512,1,1,4,6422528,65536.0,102760448,822083584.0,102760448,52.362011719745226,114.17827555555556,114.17827555555556,560.2303466796876,0.0934651470240388,1.467402808277409,4.617402771762869
15.7,0.9,64,28,28,32,512,2,1,4,6422528,32768.0,102760448,411041792.0,102760448,26.181005859872613,114.17827555555556,114.17827555555556,532.8895751953125,0.049130264652441094,0.7713451550433251,8.784663456613993
